if_plate_id,position,sample,antibody,gene_names,locations
1397,C4,3,HPA067493,SP140,"Mitochondria,Nucleoli (Fibrillar center)"
1397,C4,4,HPA067493,SP140,"Mitochondria,Nucleoli (Fibrillar center)"
1397,C9,2,HPA073309,ZNF473,Nucleoplasm
1397,C9,3,HPA073309,ZNF473,Nucleoplasm
1397,F6,1,HPA070961,CDH15,NULL
1397,F6,2,HPA070961,CDH15,NULL
1397,H1,4,HPA052735,ZNF878,Nucleus
1397,H1,6,HPA052735,ZNF878,Nucleus
1397,H8,3,HPA073463,ZNF627,Nucleus
1397,H8,4,HPA073463,ZNF627,Nucleus
1398,A6,1,HPA073212,NDUFA9,"Mitochondria,Nucleoplasm"
1398,A6,2,HPA073212,NDUFA9,"Mitochondria,Nucleoplasm"
1398,B9,1,HPA067596,ZNF556,"Nucleus,Nucleoli,Vesicles"
1398,B9,4,HPA067596,ZNF556,"Nucleus,Nucleoli,Vesicles"
1398,C2,1,HPA071324,KLHL12,"Vesicles,Microtubule organizing center"
1398,C2,3,HPA071324,KLHL12,"Vesicles,Microtubule organizing center"
1398,C4,1,HPA073074,PCID2,"Nucleus,Nucleoli,Cytoskeleton (Microtubules)"
1398,C4,2,HPA073074,PCID2,"Nucleus,Nucleoli,Cytoskeleton (Microtubules)"
1398,C9,1,HPA067699,HNRNPUL2,Nucleoplasm
1398,C9,2,HPA067699,HNRNPUL2,Nucleoplasm
1398,D8,1,HPA066195,JMJD1C,Nucleoplasm
1398,D8,3,HPA066195,JMJD1C,Nucleoplasm
1398,E1,2,HPA067637,SLC30A3,"Nucleus,Vesicles"
1398,E1,3,HPA067637,SLC30A3,"Nucleus,Vesicles"
1398,F4,2,HPA071650,JKAMP,"Vesicles,Nucleoplasm"
1398,F4,3,HPA071650,JKAMP,"Vesicles,Nucleoplasm"
1398,F9,3,HPA070882,NDC1,"Nuclear membrane,Plasma membrane,Cytoskeleton (Actin filaments)"
1398,F9,6,HPA070882,NDC1,"Nuclear membrane,Plasma membrane,Cytoskeleton (Actin filaments)"
1398,G7,2,HPA069053,CAND1,"Golgi apparatus,Nucleoplasm"
1398,G7,3,HPA069053,CAND1,"Golgi apparatus,Nucleoplasm"
1399,A1,1,HPA042582,NDUFS5,"Nucleus,Cytoplasm"
1399,A1,2,HPA042582,NDUFS5,"Nucleus,Cytoplasm"
1399,A11,2,HPA011940,MOGAT3,Centrosome
1399,A11,3,HPA011940,MOGAT3,Centrosome
1399,A3,2,HPA030150,FBXO31,"Golgi apparatus,Nucleoplasm"
1399,A3,3,HPA030150,FBXO31,"Golgi apparatus,Nucleoplasm"
1399,A4,3,HPA028275,FABP1,"Cytoplasm,Nucleoplasm"
1399,A4,4,HPA028275,FABP1,"Cytoplasm,Nucleoplasm"
1399,A9,1,HPA006653,PKLR,Cytoplasm
1399,A9,3,HPA006653,PKLR,Cytoplasm
1399,B11,2,HPA007993,IGF2,NULL
1399,B11,3,HPA007993,IGF2,NULL
1399,B6,1,HPA021590,CDRT4,Mitochondria
1399,B6,2,HPA021590,CDRT4,Mitochondria
1399,B9,1,HPA007247,ZNF165,"Cytoskeleton (Microtubules),Nuclear speckles"
1399,B9,2,HPA007247,ZNF165,"Cytoskeleton (Microtubules),Nuclear speckles"
1399,C10,1,HPA008411,EAF2,Nucleoplasm
1399,C10,5,HPA008411,EAF2,Nucleoplasm
1399,C5,1,HPA028407,PAH,Endoplasmic reticulum
1399,C5,2,HPA028407,PAH,Endoplasmic reticulum
1399,C8,1,HPA019556,ABCG8,Vesicles
1399,C8,2,HPA019556,ABCG8,Vesicles
1399,D11,4,HPA014030,KANK4,Cytoplasm
1399,D11,6,HPA014030,KANK4,Cytoplasm
1399,D12,1,HPA011954,ASGR1,Vesicles
1399,D12,2,HPA011954,ASGR1,Vesicles
1399,D2,1,HPA022905,SEPT4,Nucleoplasm
1399,D2,2,HPA022905,SEPT4,Nucleoplasm
1399,E1,1,HPA041654,SLC26A1,Cytoskeleton (Microtubules)
1399,E1,2,HPA041654,SLC26A1,Cytoskeleton (Microtubules)
1399,E12,1,HPA012373,FMO5,Endoplasmic reticulum
1399,E12,8,HPA012373,FMO5,Endoplasmic reticulum
1399,E6,1,HPA026549,STRADB,Nucleus
1399,E6,2,HPA026549,STRADB,Nucleus
1399,F1,1,HPA029242,SOBP,Nucleoplasm
1399,F1,2,HPA029242,SOBP,Nucleoplasm
1399,F11,1,HPA016514,ABCG5,Nucleus
1399,F11,2,HPA016514,ABCG5,Nucleus
1399,F8,1,HPA018423,SLC39A5,Vesicles
1399,F8,2,HPA018423,SLC39A5,Vesicles
1399,G12,1,HPA003011,GNAZ,Vesicles
1399,G12,2,HPA003011,GNAZ,Vesicles
1399,G6,1,HPA023660,EPHX2,NULL
1399,G6,2,HPA023660,EPHX2,NULL
1399,H2,1,HPA028132,MYOM3,Vesicles
1399,H2,2,HPA028132,MYOM3,Vesicles
1399,H6,3,HPA020525,ADH4,"Nucleus,Cytoplasm"
1399,H6,4,HPA020525,ADH4,"Nucleus,Cytoplasm"
1400,A1,3,HPA008393,RORB,Nucleoplasm
1400,A1,4,HPA008393,RORB,Nucleoplasm
1400,B9,1,HPA071536,DHX33,Nucleoli
1400,B9,2,HPA071536,DHX33,Nucleoli
1400,C3,1,HPA071342,NIPA2,Golgi apparatus
1400,C3,2,HPA071342,NIPA2,Golgi apparatus
1400,D11,1,HPA069306,RFC1,Nucleoplasm
1400,D11,3,HPA069306,RFC1,Nucleoplasm
1400,F2,1,HPA071557,FGF12,"Cytoplasm,Nucleoplasm"
1400,F2,3,HPA071557,FGF12,"Cytoplasm,Nucleoplasm"
1401,A1,1,HPA056416,RYR1,Vesicles
1401,A1,3,HPA056416,RYR1,Vesicles
1401,A12,1,HPA063634,GGA2,Golgi apparatus
1401,A12,3,HPA063634,GGA2,Golgi apparatus
1401,A5,3,HPA003923,MAMLD1,Nucleoplasm
1401,A5,6,HPA003923,MAMLD1,Nucleoplasm
1401,A6,1,HPA007594,NELFE,Nuclear bodies
1401,A6,2,HPA007594,NELFE,Nuclear bodies
1401,A9,2,HPA022236,CHD1,"Nucleus,Nucleoli (Fibrillar center)"
1401,A9,3,HPA022236,CHD1,"Nucleus,Nucleoli (Fibrillar center)"
1401,B12,5,HPA023957,ZNF583,"Nucleoli,Cytoplasm"
1401,B12,6,HPA023957,ZNF583,"Nucleoli,Cytoplasm"
1401,B2,2,HPA010087,GNA13,Cytoplasm
1401,B2,3,HPA010087,GNA13,Cytoplasm
1401,B4,1,HPA003103,USP11,"Cytoplasm,Nucleoplasm"
1401,B4,2,HPA003103,USP11,"Cytoplasm,Nucleoplasm"
1401,B5,1,HPA012035,POLK,Nucleus
1401,B5,4,HPA012035,POLK,Nucleus
1401,C1,2,HPA055998,ZNF682,Golgi apparatus
1401,C1,3,HPA055998,ZNF682,Golgi apparatus
1401,C10,1,HPA063583,LOXL1,Endoplasmic reticulum
1401,C10,3,HPA063583,LOXL1,Endoplasmic reticulum
1401,C12,1,HPA063636,SLC25A24,Mitochondria
1401,C12,3,HPA063636,SLC25A24,Mitochondria
1401,C2,2,HPA004805,EYA4,Nucleoplasm
1401,C2,3,HPA004805,EYA4,Nucleoplasm
1401,C3,1,HPA016462,HHAT,Golgi apparatus
1401,C3,3,HPA016462,HHAT,Golgi apparatus
1401,C4,1,HPA005719,USP33,"Golgi apparatus,Nucleoplasm"
1401,C4,2,HPA005719,USP33,"Golgi apparatus,Nucleoplasm"
1401,C7,2,HPA018237,ZNF248,Nucleoplasm
1401,C7,3,HPA018237,ZNF248,Nucleoplasm
1401,C8,1,HPA019140,PHIP,"Nucleus,Nucleoli"
1401,C8,4,HPA019140,PHIP,"Nucleus,Nucleoli"
1401,C9,2,HPA019838,PHIP,"Cytoplasm,Nucleoplasm"
1401,C9,4,HPA019838,PHIP,"Cytoplasm,Nucleoplasm"
1401,D1,1,HPA055116,APOBEC3D,NULL
1401,D1,2,HPA055116,APOBEC3D,NULL
1401,D10,1,HPA023626,ITGB6,"Centrosome,Cell Junctions,Nucleoplasm"
1401,D10,2,HPA023626,ITGB6,"Centrosome,Cell Junctions,Nucleoplasm"
1401,D12,1,HPA063643,SUPT7L,NULL
1401,D12,2,HPA063643,SUPT7L,NULL
1401,D2,1,HPA004844,GTF2H3,Nucleoplasm
1401,D2,3,HPA004844,GTF2H3,Nucleoplasm
1401,D4,2,HPA017279,VSTM4,Nucleus
1401,D4,3,HPA017279,VSTM4,Nucleus
1401,D5,1,HPA005685,ARMCX1,"Nucleus,Mitochondria"
1401,D5,3,HPA005685,ARMCX1,"Nucleus,Mitochondria"
1401,D6,1,HPA003757,PAXBP1,"Cytoplasm,Nucleoplasm"
1401,D6,3,HPA003757,PAXBP1,"Cytoplasm,Nucleoplasm"
1401,E11,2,HPA021188,APIP,"Cytoplasm,Nucleoplasm"
1401,E11,3,HPA021188,APIP,"Cytoplasm,Nucleoplasm"
1401,E3,2,HPA006286,NES,Cytoskeleton (Intermediate filaments)
1401,E3,3,HPA006286,NES,Cytoskeleton (Intermediate filaments)
1401,E5,1,HPA005761,ARMCX2,Mitochondria
1401,E5,3,HPA005761,ARMCX2,Mitochondria
1401,E6,1,HPA007185,HNRNPA1,Nucleoplasm
1401,E6,3,HPA007185,HNRNPA1,Nucleoplasm
1401,E8,1,HPA063496,ZNF766,Centrosome
1401,E8,2,HPA063496,ZNF766,Centrosome
1401,F1,2,HPA000628,KLHDC2,"Nuclear membrane,Nuclear bodies"
1401,F1,3,HPA000628,KLHDC2,"Nuclear membrane,Nuclear bodies"
1401,G10,2,HPA020893,AEBP2,Nucleus
1401,G10,3,HPA020893,AEBP2,Nucleus
1401,G12,2,HPA063765,THRAP3,Nuclear speckles
1401,G12,3,HPA063765,THRAP3,Nuclear speckles
1401,G2,3,HPA000532,CRKL,"Cytoplasm,Nucleoplasm"
1401,G2,4,HPA000532,CRKL,"Cytoplasm,Nucleoplasm"
1401,G8,2,HPA022282,AEBP2,Nucleus
1401,G8,3,HPA022282,AEBP2,Nucleus
1401,H10,2,HPA021051,CCT8,Nucleus
1401,H10,3,HPA021051,CCT8,Nucleus
1401,H11,3,HPA024105,SETX,"Nucleus,Cytoskeleton (Cytokinetic bridge)"
1401,H11,4,HPA024105,SETX,"Nucleus,Cytoskeleton (Cytokinetic bridge)"
1401,H3,1,HPA001592,UPF3B,"Nucleus,Cytoplasm,Microtubule organizing center"
1401,H3,3,HPA001592,UPF3B,"Nucleus,Cytoplasm,Microtubule organizing center"
1401,H7,5,HPA021646,KIAA0368,Nucleus
1401,H7,6,HPA021646,KIAA0368,Nucleus
1401,H8,4,HPA022264,ZWINT,"Cytoplasm,Nuclear bodies"
1401,H8,5,HPA022264,ZWINT,"Cytoplasm,Nuclear bodies"
1401,H9,1,HPA020078,GEN1,Nucleoplasm
1401,H9,2,HPA020078,GEN1,Nucleoplasm
1402,A3,2,HPA047859,CKM,"Nucleus,Nucleoli,Vesicles"
1402,A3,4,HPA047859,CKM,"Nucleus,Nucleoli,Vesicles"
1402,A7,1,HPA071856,ZIM2,"Cytoplasm,Nuclear speckles"
1402,A7,2,HPA071856,ZIM2,"Cytoplasm,Nuclear speckles"
1402,B12,2,HPA069047,MTF2,Nucleoplasm
1402,B12,3,HPA069047,MTF2,Nucleoplasm
1402,B6,1,HPA071317,TDP1,"Nucleus,Vesicles"
1402,B6,3,HPA071317,TDP1,"Nucleus,Vesicles"
1402,C11,8,HPA053065,C8orf34,"Nucleus,Nucleoli"
1402,C11,12,HPA053065,C8orf34,"Nucleus,Nucleoli"
1402,C12,3,HPA069066,MTF2,Nucleoplasm
1402,C12,4,HPA069066,MTF2,Nucleoplasm
1402,C4,1,HPA067493,SP140,Nucleoli (Fibrillar center)
1402,C4,2,HPA067493,SP140,Nucleoli (Fibrillar center)
1402,C9,2,HPA073309,ZNF473,Nucleoplasm
1402,C9,4,HPA073309,ZNF473,Nucleoplasm
1402,F6,3,HPA070961,CDH15,"Cytoplasm,Golgi apparatus"
1402,F6,4,HPA070961,CDH15,"Cytoplasm,Golgi apparatus"
1402,H1,4,HPA052735,ZNF878,"Nucleus,Nucleoli"
1402,H1,9,HPA052735,ZNF878,"Nucleus,Nucleoli"
1402,H8,1,HPA073463,ZNF627,Nucleus
1402,H8,2,HPA073463,ZNF627,Nucleus
1403,A6,1,HPA073212,NDUFA9,"Mitochondria,Nucleoplasm"
1403,A6,2,HPA073212,NDUFA9,"Mitochondria,Nucleoplasm"
1403,B9,1,HPA067596,ZNF556,"Nucleus,Nucleoli,Vesicles"
1403,B9,2,HPA067596,ZNF556,"Nucleus,Nucleoli,Vesicles"
1403,C2,1,HPA071324,KLHL12,Microtubule organizing center
1403,C2,2,HPA071324,KLHL12,Microtubule organizing center
1403,C4,1,HPA073074,PCID2,"Nucleus,Nucleoli"
1403,C4,2,HPA073074,PCID2,"Nucleus,Nucleoli"
1403,C9,2,HPA067699,HNRNPUL2,Nucleoplasm
1403,C9,3,HPA067699,HNRNPUL2,Nucleoplasm
1403,D8,1,HPA066195,JMJD1C,Nucleoplasm
1403,D8,2,HPA066195,JMJD1C,Nucleoplasm
1403,E1,1,HPA067637,SLC30A3,"Nucleoli,Vesicles"
1403,E1,2,HPA067637,SLC30A3,"Nucleoli,Vesicles"
1403,F4,1,HPA071650,JKAMP,"Vesicles,Nucleoplasm"
1403,F4,2,HPA071650,JKAMP,"Vesicles,Nucleoplasm"
1403,F9,2,HPA070882,NDC1,"Nuclear membrane,Plasma membrane,Cytoskeleton (Actin filaments)"
1403,F9,3,HPA070882,NDC1,"Nuclear membrane,Plasma membrane,Cytoskeleton (Actin filaments)"
1403,G7,2,HPA069053,CAND1,"Cytoplasm,Golgi apparatus,Nucleoplasm"
1403,G7,3,HPA069053,CAND1,"Cytoplasm,Golgi apparatus,Nucleoplasm"
1404,A2,1,HPA002036,F5,"Nucleus,Golgi apparatus"
1404,A2,3,HPA002036,F5,"Nucleus,Golgi apparatus"
1404,A4,1,HPA000817,AMN,Nucleoli
1404,A4,3,HPA000817,AMN,Nucleoli
1404,B1,2,HPA003335,SMARCA1,Nucleoplasm
1404,B1,3,HPA003335,SMARCA1,Nucleoplasm
1404,B10,1,HPA042879,AQP11,Nucleoplasm
1404,B10,4,HPA042879,AQP11,Nucleoplasm
1404,B12,1,HPA056685,TMEM135,Vesicles
1404,B12,2,HPA056685,TMEM135,Vesicles
1404,B3,1,HPA018679,RASGRF2,Endoplasmic reticulum
1404,B3,12,HPA018679,RASGRF2,Endoplasmic reticulum
1404,B7,2,HPA035331,SLC5A11,Nucleoplasm
1404,B7,3,HPA035331,SLC5A11,Nucleoplasm
1404,B9,1,HPA043289,EARS2,Mitochondria
1404,B9,2,HPA043289,EARS2,Mitochondria
1404,C1,1,HPA003336,DUSP9,"Endoplasmic reticulum,Nucleoplasm"
1404,C1,6,HPA003336,DUSP9,"Endoplasmic reticulum,Nucleoplasm"
1404,C2,1,HPA017059,CASP10,Golgi apparatus
1404,C2,3,HPA017059,CASP10,Golgi apparatus
1404,C3,1,HPA019146,UQCRC2,"Mitochondria,Nucleoplasm"
1404,C3,3,HPA019146,UQCRC2,"Mitochondria,Nucleoplasm"
1404,C4,1,HPA001654,APOH,Golgi apparatus
1404,C4,4,HPA001654,APOH,Golgi apparatus
1404,D2,2,HPA017757,CYGB,Nucleoplasm
1404,D2,3,HPA017757,CYGB,Nucleoplasm
1404,D7,2,HPA057002,AKR1D1,Nucleoplasm
1404,D7,8,HPA057002,AKR1D1,Nucleoplasm
1404,D8,3,HPA038386,ARSI,Golgi apparatus
1404,D8,5,HPA038386,ARSI,Golgi apparatus
1404,E2,2,HPA021136,KLB,Nucleoplasm
1404,E2,3,HPA021136,KLB,Nucleoplasm
1404,E3,1,HPA010135,TNFRSF19,"Mitochondria,Nucleoplasm"
1404,E3,9,HPA010135,TNFRSF19,"Mitochondria,Nucleoplasm"
1404,E9,1,HPA043523,ANKS4B,"Cytoplasm,Nucleoplasm"
1404,E9,3,HPA043523,ANKS4B,"Cytoplasm,Nucleoplasm"
1404,F11,1,HPA054034,FOXA3,Nucleoplasm
1404,F11,2,HPA054034,FOXA3,Nucleoplasm
1404,F2,3,HPA021367,IGF2BP1,Cytoplasm
1404,F2,4,HPA021367,IGF2BP1,Cytoplasm
1404,F3,1,HPA011191,GDF15,Golgi apparatus
1404,F3,3,HPA011191,GDF15,Golgi apparatus
1404,F7,2,HPA003525,UQCRC1,NULL
1404,F7,3,HPA003525,UQCRC1,NULL
1404,F9,1,HPA043833,FASTKD5,"Golgi apparatus,Nucleoplasm"
1404,F9,2,HPA043833,FASTKD5,"Golgi apparatus,Nucleoplasm"
1404,G11,2,HPA056825,SEC24A,"Nucleoli,Vesicles"
1404,G11,3,HPA056825,SEC24A,"Nucleoli,Vesicles"
1404,G2,1,HPA002929,HECTD1,"Nucleus,Nucleoli,Cytoplasm"
1404,G2,2,HPA002929,HECTD1,"Nucleus,Nucleoli,Cytoplasm"
1404,G7,1,HPA006367,PCYT1B,Nucleoli
1404,G7,2,HPA006367,PCYT1B,Nucleoli
1404,H3,1,HPA002540,LRRC75B,Nucleoplasm
1404,H3,2,HPA002540,LRRC75B,Nucleoplasm
1404,H6,1,HPA035582,IGSF1,Cytoplasm
1404,H6,2,HPA035582,IGSF1,Cytoplasm
1404,H7,1,HPA006316,GPC3,Plasma membrane
1404,H7,2,HPA006316,GPC3,Plasma membrane
1405,D7,1,HPA072751,PLPP3,Golgi apparatus
1405,D7,3,HPA072751,PLPP3,Golgi apparatus
1405,G4,1,HPA064845,ACOX2,Vesicles
1405,G4,3,HPA064845,ACOX2,Vesicles
1406,B9,1,HPA071536,DHX33,Nucleoli
1406,B9,2,HPA071536,DHX33,Nucleoli
1406,D11,1,HPA069306,RFC1,Nucleoplasm
1406,D11,2,HPA069306,RFC1,Nucleoplasm
1406,F2,2,HPA071557,FGF12,"Cytoplasm,Nucleoplasm"
1406,F2,3,HPA071557,FGF12,"Cytoplasm,Nucleoplasm"
1407,A9,1,HPA073022,MRPL43,"Mitochondria,Nucleoplasm"
1407,A9,3,HPA073022,MRPL43,"Mitochondria,Nucleoplasm"
1407,B7,1,HPA066503,SSTR5,Nucleus
1407,B7,3,HPA066503,SSTR5,Nucleus
1407,C6,2,HPA073710,RORC,"Nucleoli,Vesicles"
1407,C6,3,HPA073710,RORC,"Nucleoli,Vesicles"
1407,D1,1,HPA066745,VSIG10L,Nucleus
1407,D1,2,HPA066745,VSIG10L,Nucleus
1407,H2,3,HPA072938,ETNPPL,Nucleus
1407,H2,4,HPA072938,ETNPPL,Nucleus
1407,H6,1,HPA069807,TINF2,Nuclear bodies
1407,H6,2,HPA069807,TINF2,Nuclear bodies
1408,B4,2,HPA064159,DCHS2,"Plasma membrane,Vesicles"
1408,B4,3,HPA064159,DCHS2,"Plasma membrane,Vesicles"
1408,G4,1,HPA064845,ACOX2,Mitochondria
1408,G4,3,HPA064845,ACOX2,Mitochondria
1409,B1,2,HPA071075,MACROD1,Nucleoplasm
1409,B1,3,HPA071075,MACROD1,Nucleoplasm
1409,B9,2,HPA073096,SPATA33,"Vesicles,Nucleoplasm"
1409,B9,4,HPA073096,SPATA33,"Vesicles,Nucleoplasm"
1409,C10,1,HPA073243,SNAPC4,"Nuclear membrane,Cytoplasm,Nucleoplasm"
1409,C10,5,HPA073243,SNAPC4,"Nuclear membrane,Cytoplasm,Nucleoplasm"
1409,C2,1,HPA068262,SERTAD3,Nucleoli
1409,C2,5,HPA068262,SERTAD3,Nucleoli
1409,D2,1,HPA073186,PPP5D1,Cytoplasm
1409,D2,2,HPA073186,PPP5D1,Cytoplasm
1409,E11,1,HPA072607,TMEM183A,Plasma membrane
1409,E11,2,HPA072607,TMEM183A,Plasma membrane
1409,G7,3,HPA069557,MSRB1,Nucleoplasm
1409,G7,4,HPA069557,MSRB1,Nucleoplasm
1409,H1,1,HPA072007,CCDC9,Cytoplasm
1409,H1,4,HPA072007,CCDC9,Cytoplasm
1410,A9,3,HPA073022,MRPL43,"Mitochondria,Nucleoplasm"
1410,A9,4,HPA073022,MRPL43,"Mitochondria,Nucleoplasm"
1410,B7,1,HPA066503,SSTR5,Nucleus
1410,B7,3,HPA066503,SSTR5,Nucleus
1410,C6,1,HPA073710,RORC,Nucleoli
1410,C6,2,HPA073710,RORC,Nucleoli
1410,D1,2,HPA066745,VSIG10L,Nucleus
1410,D1,3,HPA066745,VSIG10L,Nucleus
1410,D8,2,HPA070554,SPRY1,"Cytoplasm,Golgi apparatus,Nucleoplasm"
1410,D8,3,HPA070554,SPRY1,"Cytoplasm,Golgi apparatus,Nucleoplasm"
1410,E10,5,HPA073633,"AKR1B10,AKR1B15","Cytoplasm,Aggresome"
1410,E10,6,HPA073633,"AKR1B10,AKR1B15","Cytoplasm,Aggresome"
1410,F4,1,HPA073258,CMTM8,NULL
1410,F4,2,HPA073258,CMTM8,NULL
1410,H2,1,HPA072938,ETNPPL,Nucleus
1410,H2,2,HPA072938,ETNPPL,Nucleus
1410,H6,1,HPA069807,TINF2,Nucleoplasm
1410,H6,3,HPA069807,TINF2,Nucleoplasm
1411,A12,1,HPA062735,GATSL2,NULL
1411,A12,2,HPA062735,GATSL2,NULL
1411,A3,1,HPA059607,RHBDL3,Nuclear speckles
1411,A3,2,HPA059607,RHBDL3,Nuclear speckles
1411,C1,1,HPA005911,SLC16A7,"Plasma membrane,Nucleoplasm"
1411,C1,7,HPA005911,SLC16A7,"Plasma membrane,Nucleoplasm"
1411,C5,1,HPA068931,COQ10A,"Cytoplasm,Golgi apparatus"
1411,C5,3,HPA068931,COQ10A,"Cytoplasm,Golgi apparatus"
1411,D3,1,HPA063793,MARCO,Golgi apparatus
1411,D3,2,HPA063793,MARCO,Golgi apparatus
1411,D6,1,HPA065375,RNASEH2C,Nucleus
1411,D6,2,HPA065375,RNASEH2C,Nucleus
1411,E4,4,HPA071075,MACROD1,Nucleoplasm
1411,E4,6,HPA071075,MACROD1,Nucleoplasm
1411,E6,3,HPA069617,RP11-195F19.5,Vesicles
1411,E6,4,HPA069617,RP11-195F19.5,Vesicles
1411,E7,4,HPA071557,FGF12,"Cytoplasm,Nucleoplasm"
1411,E7,5,HPA071557,FGF12,"Cytoplasm,Nucleoplasm"
1411,E8,1,HPA072938,ETNPPL,Nucleus
1411,E8,2,HPA072938,ETNPPL,Nucleus
1411,F1,2,HPA056977,CCDC130,Vesicles
1411,F1,3,HPA056977,CCDC130,Vesicles
1411,F10,5,HPA034577,PPEF1,"Plasma membrane,Cytoskeleton (Cytokinetic bridge)"
1411,F10,6,HPA034577,PPEF1,"Plasma membrane,Cytoskeleton (Cytokinetic bridge)"
1411,F12,2,HPA069659,HMX3,"Nucleus,Microtubule organizing center"
1411,F12,5,HPA069659,HMX3,"Nucleus,Microtubule organizing center"
1411,F5,2,HPA014924,AQP3,"Nucleus,Plasma membrane"
1411,F5,5,HPA014924,AQP3,"Nucleus,Plasma membrane"
1411,F9,1,HPA073710,RORC,Nucleoli
1411,F9,2,HPA073710,RORC,Nucleoli
1411,G12,2,HPA068671,FOXL2NB,Nucleoli (Fibrillar center)
1411,G12,3,HPA068671,FOXL2NB,Nucleoli (Fibrillar center)
1411,G4,4,HPA070682,BTAF1,"Vesicles,Nucleoplasm"
1411,G4,5,HPA070682,BTAF1,"Vesicles,Nucleoplasm"
1411,H2,1,HPA045728,EVPLL,Nuclear bodies
1411,H2,2,HPA045728,EVPLL,Nuclear bodies
1411,H3,4,HPA068108,ARHGEF19,Nuclear bodies
1411,H3,6,HPA068108,ARHGEF19,Nuclear bodies
1411,H7,2,HPA070793,PLXDC2,"Nuclear membrane,Nuclear bodies"
1411,H7,4,HPA070793,PLXDC2,"Nuclear membrane,Nuclear bodies"
1411,H8,2,HPA073074,PCID2,"Nucleus,Nucleoli"
1411,H8,3,HPA073074,PCID2,"Nucleus,Nucleoli"
1411,H9,1,HPA056974,ANKRD33B,Mitochondria
1411,H9,3,HPA056974,ANKRD33B,Mitochondria
1412,B1,1,HPA071075,MACROD1,Nucleoplasm
1412,B1,2,HPA071075,MACROD1,Nucleoplasm
1412,B9,1,HPA073096,SPATA33,Nucleoplasm
1412,B9,2,HPA073096,SPATA33,Nucleoplasm
1412,C10,4,HPA073243,SNAPC4,"Nuclear membrane,Nucleoplasm"
1412,C10,5,HPA073243,SNAPC4,"Nuclear membrane,Nucleoplasm"
1412,C2,1,HPA068262,SERTAD3,Nucleoli
1412,C2,3,HPA068262,SERTAD3,Nucleoli
1412,D2,1,HPA073186,PPP5D1,Cytoplasm
1412,D2,2,HPA073186,PPP5D1,Cytoplasm
1412,E11,1,HPA072607,TMEM183A,"Nucleus,Plasma membrane,Cell Junctions"
1412,E11,4,HPA072607,TMEM183A,"Nucleus,Plasma membrane,Cell Junctions"
1412,G7,2,HPA069557,MSRB1,Nucleoplasm
1412,G7,3,HPA069557,MSRB1,Nucleoplasm
1412,H1,1,HPA072007,CCDC9,Cytoplasm
1412,H1,2,HPA072007,CCDC9,Cytoplasm
1413,A4,1,HPA055041,ZNF483,Nucleoli
1413,A4,3,HPA055041,ZNF483,Nucleoli
1413,A7,2,HPA065294,EMX2,Nucleus
1413,A7,4,HPA065294,EMX2,Nucleus
1413,A9,1,HPA071454,NKG7,NULL
1413,A9,2,HPA071454,NKG7,NULL
1413,B1,1,HPA026077,GATM,Mitochondria
1413,B1,2,HPA026077,GATM,Mitochondria
1413,B2,1,HPA055372,B3GALT2,Cytoplasm
1413,B2,3,HPA055372,B3GALT2,Cytoplasm
1413,B3,1,HPA053407,ZNF442,Nuclear membrane
1413,B3,4,HPA053407,ZNF442,Nuclear membrane
1413,B4,3,HPA020322,CPA5,Nucleus
1413,B4,4,HPA020322,CPA5,Nucleus
1413,B6,1,HPA062512,ZNF781,Nucleoplasm
1413,B6,2,HPA062512,ZNF781,Nucleoplasm
1413,B7,1,HPA065313,ZNF721,"Cytoplasm,Microtubule organizing center"
1413,B7,4,HPA065313,ZNF721,"Cytoplasm,Microtubule organizing center"
1413,B8,1,HPA067284,FOXJ3,"Vesicles,Nucleoplasm"
1413,B8,2,HPA067284,FOXJ3,"Vesicles,Nucleoplasm"
1413,C1,3,HPA056288,CCNI2,Golgi apparatus
1413,C1,5,HPA056288,CCNI2,Golgi apparatus
1413,C5,2,HPA059435,ZNF221,Nuclear bodies
1413,C5,3,HPA059435,ZNF221,Nuclear bodies
1413,C7,2,HPA067811,SAMD5,Vesicles
1413,C7,4,HPA067811,SAMD5,Vesicles
1413,D10,2,HPA071950,TNIP1,"Cytoplasm,Nucleoplasm"
1413,D10,3,HPA071950,TNIP1,"Cytoplasm,Nucleoplasm"
1413,D12,1,HPA052061,ZNF568,"Vesicles,Nuclear bodies"
1413,D12,2,HPA052061,ZNF568,"Vesicles,Nuclear bodies"
1413,D2,1,HPA046654,MLIP,"Cytoplasm,Nucleoplasm"
1413,D2,2,HPA046654,MLIP,"Cytoplasm,Nucleoplasm"
1413,D6,1,HPA061744,FPR1,"Nucleus,Golgi apparatus"
1413,D6,3,HPA061744,FPR1,"Nucleus,Golgi apparatus"
1413,D8,2,HPA067336,FAM163B,"Microtubule organizing center,Nucleoplasm"
1413,D8,3,HPA067336,FAM163B,"Microtubule organizing center,Nucleoplasm"
1413,E2,1,HPA053696,ARMC2,Nucleus
1413,E2,3,HPA053696,ARMC2,Nucleus
1413,E4,2,HPA047456,DUSP28,Nuclear speckles
1413,E4,3,HPA047456,DUSP28,Nuclear speckles
1413,E5,2,HPA047619,LRRC10B,Nucleoplasm
1413,E5,3,HPA047619,LRRC10B,Nucleoplasm
1413,E9,1,HPA029299,ZNF850,Nucleoplasm
1413,E9,2,HPA029299,ZNF850,Nucleoplasm
